,BatterName,batter,PA_flag,AB_flag,Is_Hit,PitchesThrown,SwungOn,ContactMade_Foul,IsStrikeout,IsWalk,IsHBP,IsBIP,IsGB,IsLD,IsFB,IsSingle,IsDouble,IsTriple,IsHomer,Cont%,Swing%,K%,BB%,AVG,OBP,SLG,Split,Statcast PC,Statcast BBE,GB%,LD%,FB%,SwtSpot%,Chase%,Brl%,EV 90,xwOBA,xBA
232,Jose Trevino,624431,57.0,52.0,16.0,189,81,70,7,4,0,46,26,10,6,9,6,0,1,0.8641975308641975,0.42857142857142855,0.12280701754385964,0.07017543859649122,0.3076923076923077,0.3508771929824561,0.4807692307692308,All,189,46,0.5652173913043478,0.21739130434782608,0.13043478260869565,0.32608695652173914,0.28888888888888886,0.043478260869565216,102.64,0.28148214285714285,0.2530943396226415
233,Josh Bell,605137,90.0,78.0,11.0,357,172,123,16,11,1,62,32,8,17,6,0,1,4,0.7151162790697675,0.48179271708683474,0.17777777777777778,0.12222222222222222,0.14102564102564102,0.25555555555555554,0.32051282051282054,All,357,62,0.5161290322580645,0.12903225806451613,0.27419354838709675,0.24193548387096775,0.28125,0.0967741935483871,103.11,0.3113380777777778,0.2121923076923077
234,Josh Jung,673962,59.0,58.0,15.0,212,106,79,14,1,0,44,20,11,8,8,5,1,1,0.7452830188679245,0.5,0.23728813559322035,0.01694915254237288,0.25862068965517243,0.2711864406779661,0.43103448275862066,All,212,44,0.45454545454545453,0.25,0.18181818181818182,0.38636363636363635,0.3229166666666667,0.1590909090909091,103.11,0.3036101694915254,0.24086206896551726
235,Josh Lowe,666139,2.0,2.0,1.0,12,6,5,0,0,0,2,2,0,0,1,0,0,0,0.8333333333333334,0.5,0.0,0.0,0.5,0.5,0.5,All,12,2,1.0,0.0,0.0,0.0,0.25,0.0,90.02000000000001,0.17200000000000001,0.153
236,Josh Naylor,647304,99.0,88.0,30.0,317,142,121,8,10,0,81,41,20,19,20,6,0,4,0.852112676056338,0.4479495268138801,0.08080808080808081,0.10101010101010101,0.3409090909090909,0.40404040404040403,0.5454545454545454,All,317,81,0.5061728395061729,0.24691358024691357,0.2345679012345679,0.32098765432098764,0.2631578947368421,0.07407407407407407,105.7,0.38231313131313127,0.3156179775280899
237,Josh Palacios,641943,29.0,25.0,5.0,100,48,34,8,3,1,17,9,5,1,5,0,0,0,0.7083333333333334,0.48,0.27586206896551724,0.10344827586206896,0.2,0.3103448275862069,0.2,All,100,17,0.5294117647058824,0.29411764705882354,0.058823529411764705,0.29411764705882354,0.28846153846153844,0.0,105.62,0.2617383793103448,0.18852
238,Josh Smith,669701,57.0,50.0,18.0,225,97,81,14,7,0,36,16,9,10,12,4,0,2,0.8350515463917526,0.4311111111111111,0.24561403508771928,0.12280701754385964,0.36,0.43859649122807015,0.56,All,225,36,0.4444444444444444,0.25,0.2777777777777778,0.4166666666666667,0.2882882882882883,0.08333333333333333,101.08,0.35673684210526313,0.27824000000000004
239,Juan Soto,665742,108.0,90.0,21.0,431,161,129,16,17,0,75,44,12,14,13,5,0,3,0.8012422360248447,0.37354988399071926,0.14814814814814814,0.1574074074074074,0.23333333333333334,0.35185185185185186,0.3888888888888889,All,431,75,0.5866666666666667,0.16,0.18666666666666668,0.24,0.20588235294117646,0.05333333333333334,105.9,0.3486944444444444,0.256967032967033
240,Julio Rodriguez,677594,109.0,94.0,19.0,385,216,141,26,12,3,68,36,12,17,11,3,2,3,0.6527777777777778,0.561038961038961,0.23853211009174313,0.11009174311926606,0.20212765957446807,0.3119266055045872,0.3723404255319149,All,385,68,0.5294117647058824,0.17647058823529413,0.25,0.29411764705882354,0.3842364532019704,0.08823529411764706,106.02,0.352578623853211,0.23240425531914893
241,Jung Hoo Lee,808982,103.0,93.0,31.0,415,193,166,14,9,0,80,36,26,16,16,10,2,3,0.8601036269430051,0.4650602409638554,0.13592233009708737,0.08737864077669903,0.3333333333333333,0.3883495145631068,0.5806451612903226,All,415,80,0.45,0.325,0.2,0.425,0.275,0.0625,102.09,0.37855339805825244,0.32575531914893613
242,Junior Caminero,691406,88.0,82.0,21.0,345,178,138,21,5,0,62,36,10,14,13,3,0,5,0.7752808988764045,0.5159420289855072,0.23863636363636365,0.056818181818181816,0.25609756097560976,0.29545454545454547,0.47560975609756095,All,345,62,0.5806451612903226,0.16129032258064516,0.22580645161290322,0.25806451612903225,0.375,0.11290322580645161,105.86,0.35161363636363635,0.275855421686747
243,Jurickson Profar,595777,16.0,15.0,3.0,90,48,42,3,1,0,12,7,1,3,3,0,0,0,0.875,0.5333333333333333,0.1875,0.0625,0.2,0.25,0.2,All,90,12,0.5833333333333334,0.08333333333333333,0.25,0.25,0.3902439024390244,0.0,96.94,0.1549375,0.12453333333333333
244,Justin Turner,457759,48.0,39.0,6.0,238,113,97,12,7,1,28,12,5,10,6,0,0,0,0.8584070796460177,0.47478991596638653,0.25,0.14583333333333334,0.15384615384615385,0.2916666666666667,0.15384615384615385,All,238,28,0.42857142857142855,0.17857142857142858,0.35714285714285715,0.39285714285714285,0.256198347107438,0.03571428571428571,94.44000000000001,0.2813005625,0.18414999999999998
245,Justyn-Henry Malloy,669234,63.0,48.0,10.0,272,105,76,16,12,1,34,10,11,11,6,3,0,1,0.7238095238095238,0.3860294117647059,0.25396825396825395,0.19047619047619047,0.20833333333333334,0.36507936507936506,0.3333333333333333,All,272,34,0.29411764705882354,0.3235294117647059,0.3235294117647059,0.38235294117647056,0.18620689655172415,0.058823529411764705,99.56,0.3285952380952381,0.20426
246,Kameron Misner,670224,61.0,54.0,19.0,259,112,83,10,4,1,46,20,10,14,10,5,1,3,0.7410714285714286,0.43243243243243246,0.16393442622950818,0.06557377049180328,0.35185185185185186,0.39344262295081966,0.6481481481481481,All,259,46,0.43478260869565216,0.21739130434782608,0.30434782608695654,0.30434782608695654,0.24193548387096775,0.08695652173913043,102.95,0.3408922459016393,0.254125
247,Ke'Bryan Hayes,663647,92.0,84.0,18.0,362,148,118,17,7,1,67,29,20,10,15,1,1,1,0.7972972972972973,0.4088397790055249,0.18478260869565216,0.07608695652173914,0.21428571428571427,0.2826086956521739,0.2857142857142857,All,362,67,0.43283582089552236,0.29850746268656714,0.14925373134328357,0.29850746268656714,0.24352331606217617,0.05970149253731343,103.58,0.3113671195652174,0.26448809523809524
248,Keibert Ruiz,660688,86.0,80.0,26.0,280,144,123,8,4,2,72,35,19,12,20,4,0,2,0.8541666666666666,0.5142857142857142,0.09302325581395349,0.046511627906976744,0.325,0.37209302325581395,0.45,All,280,72,0.4861111111111111,0.2638888888888889,0.16666666666666666,0.3611111111111111,0.37681159420289856,0.013888888888888888,99.8,0.3461378372093023,0.3324125
249,Kerry Carpenter,681481,81.0,77.0,23.0,276,157,125,16,1,2,62,21,12,20,15,3,0,5,0.7961783439490446,0.5688405797101449,0.19753086419753085,0.012345679012345678,0.2987012987012987,0.32098765432098764,0.5324675324675324,All,276,62,0.3387096774193548,0.1935483870967742,0.3225806451612903,0.41935483870967744,0.4315068493150685,0.12903225806451613,102.9,0.36190539506172836,0.2683589743589743
250,Ketel Marte,606466,32.0,26.0,9.0,123,57,42,4,6,0,22,10,4,7,6,3,0,0,0.7368421052631579,0.4634146341463415,0.125,0.1875,0.34615384615384615,0.46875,0.46153846153846156,All,123,22,0.45454545454545453,0.18181818181818182,0.3181818181818182,0.2727272727272727,0.29411764705882354,0.045454545454545456,106.0,0.42259375,0.34303846153846157
251,Kevin Newman,621028,25.0,24.0,3.0,85,53,41,7,0,0,18,8,6,3,3,0,0,0,0.7735849056603774,0.6235294117647059,0.28,0.0,0.125,0.12,0.125,All,85,18,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.5714285714285714,0.0,100.64,0.232375,0.23764
252,Kevin Pillar,607680,26.0,26.0,8.0,96,54,43,5,0,0,21,10,6,4,6,2,0,0,0.7962962962962963,0.5625,0.19230769230769232,0.0,0.3076923076923077,0.3076923076923077,0.38461538461538464,All,96,21,0.47619047619047616,0.2857142857142857,0.19047619047619047,0.42857142857142855,0.3488372093023256,0.0,98.69999999999999,0.23453846153846153,0.23784615384615385
253,Kody Clemens,665019,7.0,6.0,0.0,29,14,12,0,1,0,6,4,1,1,0,0,0,0,0.8571428571428571,0.4827586206896552,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,All,29,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.15384615384615385,0.0,94.64,0.2827142857142857,0.19533333333333333
254,Korey Lee,686676,17.0,15.0,5.0,67,27,22,3,2,0,12,5,3,2,3,2,0,0,0.8148148148148148,0.40298507462686567,0.17647058823529413,0.11764705882352941,0.3333333333333333,0.4117647058823529,0.4666666666666667,All,67,12,0.4166666666666667,0.25,0.16666666666666666,0.25,0.2571428571428571,0.0,98.05,0.2571764705882353,0.18946666666666667
255,Kris Bryant,592178,41.0,39.0,6.0,167,84,54,13,2,0,26,10,8,8,4,2,0,0,0.6428571428571429,0.5029940119760479,0.3170731707317073,0.04878048780487805,0.15384615384615385,0.1951219512195122,0.20512820512820512,All,167,26,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.25609756097560976,0.07692307692307693,99.67999999999999,0.22268292682926832,0.1626153846153846
256,Kristian Campbell,692225,96.0,80.0,24.0,409,167,122,23,15,0,58,27,17,11,16,5,0,3,0.7305389221556886,0.4083129584352078,0.23958333333333334,0.15625,0.3,0.40625,0.475,All,409,58,0.46551724137931033,0.29310344827586204,0.1896551724137931,0.3275862068965517,0.23696682464454977,0.08620689655172414,104.46,0.37415624999999997,0.27408641975308645
257,Kyle Farmer,571657,72.0,67.0,19.0,244,114,93,15,4,0,53,18,20,11,10,9,0,0,0.8157894736842105,0.4672131147540984,0.20833333333333334,0.05555555555555555,0.2835820895522388,0.3194444444444444,0.417910447761194,All,244,53,0.33962264150943394,0.37735849056603776,0.20754716981132076,0.4528301886792453,0.32710280373831774,0.03773584905660377,100.82,0.28218055555555555,0.24651470588235297
258,Kyle Higashioka,543309,45.0,43.0,12.0,156,69,54,7,2,0,36,12,11,7,8,3,0,1,0.782608695652174,0.4423076923076923,0.15555555555555556,0.044444444444444446,0.27906976744186046,0.3111111111111111,0.4186046511627907,All,156,36,0.3333333333333333,0.3055555555555556,0.19444444444444445,0.3333333333333333,0.24050632911392406,0.1111111111111111,104.71000000000001,0.34155555555555556,0.2912790697674419
259,Kyle Isbel,664728,63.0,60.0,13.0,239,115,91,16,1,0,46,20,7,9,9,2,1,1,0.7913043478260869,0.4811715481171548,0.25396825396825395,0.015873015873015872,0.21666666666666667,0.2222222222222222,0.3333333333333333,All,239,46,0.43478260869565216,0.15217391304347827,0.1956521739130435,0.2391304347826087,0.29310344827586204,0.021739130434782608,99.88000000000002,0.18631147540983606,0.1647258064516129
260,Kyle Manzardo,700932,89.0,73.0,16.0,361,156,112,22,12,1,54,17,10,23,5,3,1,7,0.717948717948718,0.43213296398891965,0.24719101123595505,0.1348314606741573,0.2191780821917808,0.3258426966292135,0.5753424657534246,All,361,54,0.3148148148148148,0.18518518518518517,0.42592592592592593,0.25925925925925924,0.21052631578947367,0.18518518518518517,103.44,0.35366498876404495,0.19886842105263158
261,Kyle Schwarber,656941,111.0,89.0,23.0,481,177,122,24,20,2,65,24,13,23,14,1,1,7,0.6892655367231638,0.367983367983368,0.21621621621621623,0.18018018018018017,0.25842696629213485,0.40540540540540543,0.5280898876404494,All,481,65,0.36923076923076925,0.2,0.35384615384615387,0.36923076923076925,0.18218623481781376,0.12307692307692308,108.78,0.4270347207207207,0.2694943820224719
262,Kyle Stowers,669065,93.0,79.0,23.0,349,190,118,30,11,1,51,26,14,9,17,3,1,2,0.6210526315789474,0.5444126074498568,0.3225806451612903,0.11827956989247312,0.2911392405063291,0.3763440860215054,0.43037974683544306,All,349,51,0.5098039215686274,0.27450980392156865,0.17647058823529413,0.37254901960784315,0.28,0.17647058823529413,105.1,0.3270906129032258,0.233320987654321
263,Kyle Tucker,663656,120.0,102.0,32.0,477,216,170,15,17,0,88,20,25,35,15,8,2,7,0.7870370370370371,0.4528301886792453,0.125,0.14166666666666666,0.3137254901960784,0.4083333333333333,0.6372549019607843,All,477,88,0.22727272727272727,0.2840909090909091,0.3977272727272727,0.4431818181818182,0.1864406779661017,0.1590909090909091,102.74,0.435475,0.3092621359223301
264,Kyren Paris,677347,67.0,58.0,15.0,237,121,66,23,5,3,35,17,5,12,8,1,1,5,0.5454545454545454,0.510548523206751,0.34328358208955223,0.07462686567164178,0.25862068965517243,0.34328358208955223,0.5689655172413793,All,237,35,0.4857142857142857,0.14285714285714285,0.34285714285714286,0.3142857142857143,0.3017241379310345,0.2,104.15,0.3576854545454546,0.22591379310344828
265,LaMonte Wade Jr.,664774,73.0,61.0,6.0,327,134,101,21,10,0,42,11,12,17,1,3,1,1,0.753731343283582,0.40978593272171254,0.2876712328767123,0.136986301369863,0.09836065573770492,0.2191780821917808,0.22950819672131148,All,327,42,0.2619047619047619,0.2857142857142857,0.40476190476190477,0.42857142857142855,0.17791411042944785,0.047619047619047616,100.32000000000001,0.2872638888888889,0.20103174603174603
266,Lane Thomas,657041,48.0,45.0,7.0,166,78,52,15,1,1,31,13,6,8,6,1,0,0,0.6666666666666666,0.46987951807228917,0.3125,0.020833333333333332,0.15555555555555556,0.1875,0.17777777777777778,All,166,31,0.41935483870967744,0.1935483870967742,0.25806451612903225,0.25806451612903225,0.25316455696202533,0.0,102.18,0.19848806249999998,0.17458695652173914
267,Lars Nootbaar,663457,111.0,92.0,22.0,473,176,140,18,18,1,74,29,19,18,15,3,0,4,0.7954545454545454,0.37209302325581395,0.16216216216216217,0.16216216216216217,0.2391304347826087,0.36936936936936937,0.40217391304347827,All,473,74,0.3918918918918919,0.25675675675675674,0.24324324324324326,0.3783783783783784,0.20987654320987653,0.0945945945945946,103.9,0.3703732162162162,0.27007608695652174
268,Lawrence Butler,671732,104.0,91.0,25.0,413,186,140,17,13,0,74,30,16,22,16,5,0,4,0.7526881720430108,0.45036319612590797,0.16346153846153846,0.125,0.27472527472527475,0.36538461538461536,0.46153846153846156,All,413,74,0.40540540540540543,0.21621621621621623,0.2972972972972973,0.28378378378378377,0.2171945701357466,0.12162162162162163,105.0,0.3476442307692308,0.24005494505494504
269,Lenyn Sosa,672820,82.0,79.0,21.0,290,161,122,19,3,0,60,19,19,15,17,3,0,1,0.7577639751552795,0.5551724137931034,0.23170731707317074,0.036585365853658534,0.26582278481012656,0.2926829268292683,0.34177215189873417,All,290,60,0.31666666666666665,0.31666666666666665,0.25,0.38333333333333336,0.46808510638297873,0.03333333333333333,102.88,0.3010853658536585,0.2704556962025316
270,Leo Rivas,660844,24.0,18.0,5.0,118,32,24,4,6,0,14,7,4,2,5,0,0,0,0.75,0.2711864406779661,0.16666666666666666,0.25,0.2777777777777778,0.4583333333333333,0.2777777777777778,All,118,14,0.5,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.078125,0.0,97.1,0.3249166666666667,0.19611111111111112
271,Leody Taveras,665750,61.0,60.0,12.0,217,121,88,16,1,0,44,17,9,11,10,1,1,0,0.7272727272727273,0.5576036866359447,0.26229508196721313,0.01639344262295082,0.2,0.21311475409836064,0.25,All,217,44,0.38636363636363635,0.20454545454545456,0.25,0.20454545454545456,0.40217391304347827,0.022727272727272728,97.9,0.19539344262295083,0.17903333333333332
272,Liam Hicks,689414,58.0,49.0,12.0,202,90,72,10,4,2,42,17,11,13,9,2,0,1,0.8,0.44554455445544555,0.1724137931034483,0.06896551724137931,0.24489795918367346,0.3103448275862069,0.3469387755102041,All,202,42,0.40476190476190477,0.2619047619047619,0.30952380952380953,0.35714285714285715,0.22826086956521738,0.0,97.78,0.3082565714285714,0.26075
273,Logan O'Hoppe,681351,69.0,67.0,19.0,268,146,91,27,2,0,40,14,7,18,13,1,0,5,0.6232876712328768,0.5447761194029851,0.391304347826087,0.028985507246376812,0.2835820895522388,0.30434782608695654,0.5223880597014925,All,268,40,0.35,0.175,0.45,0.45,0.3475177304964539,0.175,103.67999999999999,0.3189855072463768,0.23208955223880598
274,Lourdes Gurriel Jr.,666971,88.0,82.0,14.0,314,167,136,11,3,0,74,23,18,28,7,3,0,4,0.8143712574850299,0.5318471337579618,0.125,0.03409090909090909,0.17073170731707318,0.19318181818181818,0.35365853658536583,All,314,74,0.3108108108108108,0.24324324324324326,0.3783783783783784,0.43243243243243246,0.34459459459459457,0.08108108108108109,103.53999999999999,0.30123863636363635,0.24656470588235294
275,Luis Arraez,650333,96.0,87.0,25.0,333,163,157,2,5,1,88,38,29,20,19,3,0,3,0.9631901840490797,0.4894894894894895,0.020833333333333332,0.052083333333333336,0.28735632183908044,0.3229166666666667,0.42528735632183906,All,333,88,0.4318181818181818,0.32954545454545453,0.22727272727272727,0.4318181818181818,0.2953020134228188,0.0,96.48,0.29283432978723406,0.2726555555555556
276,Luis Garcia,671277,82.0,74.0,16.0,273,138,113,9,6,0,67,37,12,16,12,3,0,1,0.8188405797101449,0.5054945054945055,0.10975609756097561,0.07317073170731707,0.21621621621621623,0.2682926829268293,0.2972972972972973,All,273,67,0.5522388059701493,0.1791044776119403,0.23880597014925373,0.3283582089552239,0.3835616438356164,0.05970149253731343,101.7,0.33793902439024387,0.28669736842105265
277,Luis Matos,682641,35.0,34.0,5.0,123,69,57,3,1,0,31,18,4,6,3,1,0,1,0.8260869565217391,0.5609756097560976,0.08571428571428572,0.02857142857142857,0.14705882352941177,0.17142857142857143,0.2647058823529412,All,123,31,0.5806451612903226,0.12903225806451613,0.1935483870967742,0.25806451612903225,0.43283582089552236,0.06451612903225806,101.71,0.26654285714285714,0.22352941176470587
278,Luis Rengifo,650859,87.0,82.0,17.0,329,167,134,13,4,0,70,38,17,13,11,5,0,1,0.8023952095808383,0.5075987841945289,0.14942528735632185,0.04597701149425287,0.2073170731707317,0.2413793103448276,0.3048780487804878,All,329,70,0.5428571428571428,0.24285714285714285,0.18571428571428572,0.32857142857142857,0.2695035460992908,0.04285714285714286,100.78000000000002,0.2784597701149425,0.24310843373493976
279,Luis Robert,673357,91.0,76.0,11.0,354,170,119,27,12,0,50,21,8,11,7,2,0,2,0.7,0.480225988700565,0.2967032967032967,0.13186813186813187,0.14473684210526316,0.25274725274725274,0.25,All,354,50,0.42,0.16,0.22,0.3,0.3034825870646766,0.12,105.18,0.310561797752809,0.21432467532467533
280,Luis Torrens,620443,61.0,58.0,14.0,257,123,93,14,3,0,44,23,11,10,7,6,0,1,0.7560975609756098,0.4785992217898833,0.22950819672131148,0.04918032786885246,0.2413793103448276,0.2786885245901639,0.39655172413793105,All,257,44,0.5227272727272727,0.25,0.22727272727272727,0.4318181818181818,0.2627118644067797,0.18181818181818182,103.41000000000001,0.3951967213114754,0.3294137931034483
281,Luis Urias,649966,32.0,27.0,7.0,109,47,42,4,3,0,24,9,5,9,5,0,0,2,0.8936170212765957,0.43119266055045874,0.125,0.09375,0.25925925925925924,0.3125,0.48148148148148145,All,109,24,0.375,0.20833333333333334,0.375,0.375,0.25,0.08333333333333333,103.1,0.3377741935483871,0.2715714285714286
282,Luisangel Acuna,682668,59.0,53.0,15.0,221,112,89,12,6,0,41,22,10,7,10,5,0,0,0.7946428571428571,0.5067873303167421,0.2033898305084746,0.1016949152542373,0.2830188679245283,0.3559322033898305,0.37735849056603776,All,221,41,0.5365853658536586,0.24390243902439024,0.17073170731707318,0.36585365853658536,0.3076923076923077,0.0,101.58,0.2885423728813559,0.2340377358490566
283,Luke Keaschall,807712,22.0,17.0,6.0,83,37,30,2,4,1,15,5,4,5,3,3,0,0,0.8108108108108109,0.4457831325301205,0.09090909090909091,0.18181818181818182,0.35294117647058826,0.5,0.5294117647058824,All,83,15,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.4666666666666667,0.21428571428571427,0.06666666666666667,101.0,0.38598977272727275,0.2652941176470588
284,Luke Raley,670042,71.0,58.0,10.0,287,156,98,16,9,4,42,24,7,9,6,2,0,2,0.6282051282051282,0.5435540069686411,0.22535211267605634,0.1267605633802817,0.1724137931034483,0.323943661971831,0.3103448275862069,All,287,42,0.5714285714285714,0.16666666666666666,0.21428571428571427,0.30952380952380953,0.2536231884057971,0.14285714285714285,105.9,0.36992038028169016,0.24822413793103448
285,Luken Baker,663609,33.0,28.0,7.0,142,63,41,8,5,0,20,8,5,3,5,2,0,0,0.6507936507936508,0.44366197183098594,0.24242424242424243,0.15151515151515152,0.25,0.36363636363636365,0.32142857142857145,All,142,20,0.4,0.25,0.15,0.3,0.18571428571428572,0.1,105.85,0.3416666666666667,0.26135714285714284
286,MJ Melendez,669004,52.0,47.0,4.0,226,103,59,20,3,2,27,9,5,8,2,1,0,1,0.5728155339805825,0.4557522123893805,0.38461538461538464,0.057692307692307696,0.0851063829787234,0.17307692307692307,0.1702127659574468,All,226,27,0.3333333333333333,0.18518518518518517,0.2962962962962963,0.3333333333333333,0.3064516129032258,0.1111111111111111,100.2,0.22480488461538461,0.13663829787234041
287,Maikel Garcia,672580,86.0,76.0,22.0,332,137,112,13,9,0,64,29,19,12,15,5,0,2,0.8175182481751825,0.4126506024096386,0.1511627906976744,0.10465116279069768,0.2894736842105263,0.36046511627906974,0.4342105263157895,All,332,64,0.453125,0.296875,0.1875,0.390625,0.2222222222222222,0.0625,105.08,0.3717674418604651,0.30214285714285716
288,Manny Machado,592518,101.0,92.0,26.0,415,212,163,16,9,0,76,32,21,17,15,9,0,2,0.7688679245283019,0.5108433734939759,0.15841584158415842,0.0891089108910891,0.2826086956521739,0.3465346534653465,0.44565217391304346,All,415,76,0.42105263157894735,0.27631578947368424,0.2236842105263158,0.3684210526315789,0.33962264150943394,0.10526315789473684,104.58,0.3898811881188119,0.32131521739130436
289,Manuel Margot,622534,20.0,19.0,6.0,68,38,27,6,0,0,14,5,6,2,6,0,0,0,0.7105263157894737,0.5588235294117647,0.3,0.0,0.3157894736842105,0.3,0.3157894736842105,All,68,14,0.35714285714285715,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.3076923076923077,0.0,95.96000000000001,0.29795,0.3019
290,Marcell Ozuna,542303,90.0,66.0,21.0,409,132,98,19,24,0,47,14,16,12,15,2,0,4,0.7424242424242424,0.32273838630806845,0.2111111111111111,0.26666666666666666,0.3181818181818182,0.5,0.5303030303030303,All,409,47,0.2978723404255319,0.3404255319148936,0.2553191489361702,0.44680851063829785,0.18222222222222223,0.10638297872340426,105.47,0.44220000000000004,0.2921969696969697
291,Marcus Semien,543760,95.0,85.0,13.0,377,190,146,17,8,0,70,29,10,25,10,1,0,2,0.7684210526315789,0.5039787798408488,0.17894736842105263,0.08421052631578947,0.15294117647058825,0.22105263157894736,0.23529411764705882,All,377,70,0.4142857142857143,0.14285714285714285,0.35714285714285715,0.2714285714285714,0.25136612021857924,0.08571428571428572,99.46000000000001,0.28846315789473687,0.21139080459770113
292,Mark Canha,592192,22.0,19.0,7.0,90,40,30,3,2,1,16,6,5,3,5,2,0,0,0.75,0.4444444444444444,0.13636363636363635,0.09090909090909091,0.3684210526315789,0.45454545454545453,0.47368421052631576,All,90,16,0.375,0.3125,0.1875,0.375,0.23809523809523808,0.0,99.78,0.3401557727272727,0.28805263157894734
293,Mark Vientos,668901,90.0,80.0,14.0,372,174,120,18,10,0,62,26,15,17,7,5,0,2,0.6896551724137931,0.46774193548387094,0.2,0.1111111111111111,0.175,0.26666666666666666,0.3125,All,372,62,0.41935483870967744,0.24193548387096775,0.27419354838709675,0.3548387096774194,0.2736318407960199,0.06451612903225806,104.1,0.2972222222222222,0.2247875
294,Martin Maldonado,455117,41.0,40.0,9.0,132,65,39,12,1,0,28,14,6,5,8,0,0,1,0.6,0.49242424242424243,0.2926829268292683,0.024390243902439025,0.225,0.24390243902439024,0.3,All,132,28,0.5,0.21428571428571427,0.17857142857142858,0.39285714285714285,0.38181818181818183,0.10714285714285714,101.74000000000001,0.3229756097560975,0.28325
295,Mason McCoy,669200,5.0,5.0,0.0,18,10,4,3,0,0,2,2,0,0,0,0,0,0,0.4,0.5555555555555556,0.6,0.0,0.0,0.0,0.0,All,18,2,1.0,0.0,0.0,0.5,0.7142857142857143,0.0,77.99000000000001,0.062,0.0668
296,Masyn Winn,691026,60.0,52.0,12.0,272,108,78,17,5,2,36,16,8,7,11,0,0,1,0.7222222222222222,0.39705882352941174,0.2833333333333333,0.08333333333333333,0.23076923076923078,0.31666666666666665,0.28846153846153844,All,272,36,0.4444444444444444,0.2222222222222222,0.19444444444444445,0.3055555555555556,0.23703703703703705,0.08333333333333333,102.12,0.2926751166666667,0.21452830188679245
297,Matt Chapman,656305,107.0,83.0,19.0,454,179,131,25,24,0,58,18,11,17,11,4,0,4,0.7318435754189944,0.394273127753304,0.2336448598130841,0.22429906542056074,0.2289156626506024,0.40186915887850466,0.42168674698795183,All,454,58,0.3103448275862069,0.1896551724137931,0.29310344827586204,0.29310344827586204,0.15789473684210525,0.08620689655172414,104.9,0.35119626168224294,0.2134819277108434
298,Matt McLain,680574,72.0,61.0,11.0,301,114,78,23,10,1,38,13,8,14,6,1,0,4,0.6842105263157895,0.3787375415282392,0.3194444444444444,0.1388888888888889,0.18032786885245902,0.3055555555555556,0.39344262295081966,All,301,38,0.34210526315789475,0.21052631578947367,0.3684210526315789,0.3684210526315789,0.20915032679738563,0.18421052631578946,102.5,0.36240870833333333,0.22645901639344262
299,Matt Mervis,670223,68.0,60.0,14.0,261,142,81,25,6,1,36,12,5,15,5,2,0,7,0.5704225352112676,0.5440613026819924,0.36764705882352944,0.08823529411764706,0.23333333333333334,0.3088235294117647,0.6166666666666667,All,261,36,0.3333333333333333,0.1388888888888889,0.4166666666666667,0.3333333333333333,0.3643410852713178,0.16666666666666666,104.4,0.30263994117647064,0.19
300,Matt Olson,621566,102.0,84.0,20.0,447,196,147,20,17,1,64,32,11,18,12,4,0,4,0.75,0.43847874720357943,0.19607843137254902,0.16666666666666666,0.23809523809523808,0.37254901960784315,0.42857142857142855,All,447,64,0.5,0.171875,0.28125,0.34375,0.22943722943722944,0.1875,105.51,0.43367071568627447,0.2901547619047619
301,Matt Shaw,807713,68.0,58.0,10.0,272,117,81,18,10,0,40,18,10,6,8,1,0,1,0.6923076923076923,0.43014705882352944,0.2647058823529412,0.14705882352941177,0.1724137931034483,0.29411764705882354,0.2413793103448276,All,272,40,0.45,0.25,0.15,0.3,0.2785714285714286,0.025,97.69999999999999,0.2726617647058824,0.19591379310344828
302,Matt Thaiss,642136,52.0,40.0,8.0,219,103,76,11,10,1,30,13,5,8,5,2,0,1,0.7378640776699029,0.4703196347031963,0.21153846153846154,0.19230769230769232,0.2,0.36538461538461536,0.325,All,219,30,0.43333333333333335,0.16666666666666666,0.26666666666666666,0.26666666666666666,0.18095238095238095,0.0,99.86,0.27935409615384615,0.16107317073170732
303,Matt Wallner,670242,67.0,57.0,15.0,272,134,74,19,9,1,38,12,7,17,7,5,2,1,0.5522388059701493,0.49264705882352944,0.2835820895522388,0.13432835820895522,0.2631578947368421,0.373134328358209,0.47368421052631576,All,272,38,0.3157894736842105,0.18421052631578946,0.4473684210526316,0.3157894736842105,0.2857142857142857,0.10526315789473684,106.76,0.3462564776119403,0.2313859649122807
304,Mauricio Dubon,643289,32.0,28.0,5.0,115,55,47,3,3,0,26,12,4,8,3,2,0,0,0.8545454545454545,0.4782608695652174,0.09375,0.09375,0.17857142857142858,0.25,0.25,All,115,26,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.26785714285714285,0.0,96.61999999999999,0.29593548387096774,0.25848275862068965
