,Player,SAVID,FGID,Team,Level,Age,K%,BB%,Brl%,Solid%,Flare%,Under%,Topped%,Weak%,BrlHR,Brl3B,Brl2B,Brl1B,BrlBABIP,BrlOut,SolidHR,Solid3B,Solid2B,Solid1B,SolidBABIP,SolidOut,FlareHR,Flare3B,Flare2B,Flare1B,FlareBABIP,FlareOut,UnderHR,Under3B,Under2B,Under1B,UnderBABIP,UnderOut,ToppedHR,Topped3B,Topped2B,Topped1B,ToppedBABIP,ToppedOut,WeakHR,Weak3B,Weak2B,Weak1B,WeakBABIP,WeakOut,SBAtt%,SBSuccess%,PPA,HBPRate,SplitK_R,SplitK_L,SplitBB_R,SplitBB_L,SplitBrl_R,SplitBrl_L,SplitSolid_R,SplitSolid_L,SplitFlare_R,SplitFlare_L,SplitTopped_R,SplitTopped_L,SplitUnder_R,SplitUnder_L,SplitWeak_R,SplitWeak_L
93,Marcelo Mayer,691785,sa3017114,BOS,MLB,22.4,0.234,0.06,0.07,0.049,0.281,0.189,0.339,0.073,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.10715632183908047,0.7859375,3.9092224069473023,0.006200177147918512,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
94,Roman Anthony,701350,sa3020211,BOS,MLB,21.0,0.24,0.149,0.079,0.071,0.225,0.217,0.336,0.072,0.57,0.0,0.2,0.0,0.72,0.28,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.12568235294117647,0.7318181818181818,3.9092224069473023,0.007874015748031496,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
95,Trayce Thompson,572204,9952,BOS,MLB,34.1,0.452,0.134,0.15,0.077,0.238,0.27,0.238,0.028,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.102,0.551,0.658,0.34199999999999997,0.005,0.002,0.031,0.041,0.079,0.921,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.15221379310344826,0.8071428571428572,4.47427293064877,0.011417058428475487,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
96,Phillip Sikes,689651,sa3017113,BOS,MLB,26.0,0.299,0.082,0.077,0.054,0.294,0.233,0.234,0.107,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.22945517241379312,0.7945121951219513,3.9092224069473023,0.02857142857142857,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
97,Corey Rosier,681468,sa3016961,BOS,MLB,25.7,0.234,0.086,0.052,0.044,0.229,0.253,0.364,0.057,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.24837142857142858,0.8453488372093023,3.9092224069473023,0.012718600953895072,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
98,Tyler Miller,682011,sa3017109,BOS,MLB,25.4,0.257,0.056,0.053,0.046,0.282,0.208,0.319,0.092,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.049157798165137614,0.743103448275862,3.9092224069473023,0.009844134536505332,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
99,Max Ferguson,681132,sa3016819,BOS,MLB,25.7,0.281,0.128,0.056,0.046,0.271,0.218,0.312,0.096,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.2698,0.8521739130434782,3.9092224069473023,0.00972972972972973,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
100,Karson Simas,689302,sa3011739,BOS,MLB,23.9,0.314,0.064,0.039,0.04,0.266,0.195,0.375,0.083,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.2198,0.7735294117647058,3.9092224069473023,0.02390438247011952,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
101,Will Turner,814444,sa3025313,BOS,MLB,22.6,0.24,0.075,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.099,0.8,3.9092224069473023,0.011652787704513848,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
102,Johanfran Garcia,703190,sa3018424,BOS,MLB,20.4,0.307,0.066,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.099,0.8,3.9092224069473023,0.011652787704513848,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
103,Stanley Tucker,805964,sa3022818,BOS,MLB,23.0,0.279,0.093,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.3430876712328767,0.775,3.9092224069473023,0.011652787704513848,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
104,Josh Palacios,641943,19818,CWS,MLB,29.8,0.209,0.068,0.072,0.05,0.237,0.211,0.377,0.053,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.089,0.571,0.665,0.33499999999999996,0.005,0.002,0.033,0.028,0.068,0.9319999999999999,0.0,0.0,0.011,0.133,0.144,0.856,0.0,0.0,0.0,0.2,0.2,0.8,0.0998,0.7543478260869565,3.9092224069473023,0.019311502938706968,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
105,Andrew Benintendi,643217,17901,CWS,MLB,30.8,0.172,0.075,0.055,0.061,0.254,0.303,0.286,0.04,0.346,0.015,0.23,0.041,0.632,0.368,0.086,0.016,0.218,0.103,0.423,0.577,0.0,0.006,0.095,0.567,0.668,0.33199999999999996,0.006,0.003,0.031,0.029,0.069,0.931,0.0,0.0,0.015,0.152,0.167,0.833,0.0,0.0,0.002,0.201,0.203,0.7969999999999999,0.04332941176470588,0.8,3.9092224069473023,0.004986400725294651,0.975,1.0514999999999999,1.083,0.935,1.0465,0.8674999999999999,1.0105,1.0005,1.0125,0.9795,0.953,1.095,1.0510000000000002,0.8955,0.864,1.3235000000000001
106,Luis Robert,673357,20043,CWS,MLB,27.8,0.316,0.065,0.123,0.053,0.245,0.266,0.27,0.043,0.489,0.018,0.212,0.024,0.742,0.258,0.075,0.016,0.219,0.119,0.429,0.571,0.0,0.005,0.099,0.558,0.662,0.33799999999999997,0.009,0.002,0.031,0.033,0.075,0.925,0.0,0.0,0.027,0.152,0.179,0.821,0.0,0.0,0.002,0.226,0.228,0.772,0.28202222222222223,0.7955882352941176,3.9092224069473023,0.01596292481977343,1.0075,0.983,0.894,1.1775,0.9889999999999999,1.127,1.0179999999999998,1.0005,0.9755,1.0655000000000001,1.0255,0.9119999999999999,1.002,0.9944999999999999,1.01,0.817
107,Edgar Quero,700337,28022,CWS,MLB,22.1,0.213,0.121,0.085,0.052,0.28,0.17,0.36,0.052,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.144,0.144,0.856,0.0,0.0,0.0,0.213,0.213,0.787,0.027455502392344497,0.5,3.9092224069473023,0.03139717425431711,0.968,0.964,1.125,0.991,1.062,1.089,1.071,1.054,1.019,1.023,0.94,0.953,1.058,1.026,0.821,0.841
108,Andrew Vaughn,683734,26197,CWS,MLB,27.1,0.211,0.06,0.098,0.074,0.22,0.272,0.31,0.027,0.429,0.008,0.145,0.014,0.597,0.403,0.071,0.02,0.229,0.116,0.436,0.5640000000000001,0.0,0.007,0.098,0.555,0.66,0.33999999999999997,0.005,0.003,0.025,0.029,0.062,0.938,0.0,0.0,0.011,0.155,0.166,0.834,0.0,0.0,0.002,0.138,0.14,0.86,0.027566990291262135,0.95,3.9092224069473023,0.014730639730639731,1.038,0.8915,0.898,1.142,1.0034999999999998,1.0675,1.0185,1.0035,0.994,1.0015,1.02,0.9425,0.972,1.085,1.0525,0.718
109,Lenyn Sosa,672820,22896,CWS,MLB,25.3,0.218,0.028,0.063,0.077,0.294,0.252,0.278,0.036,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.016,0.199,0.121,0.413,0.587,0.0,0.005,0.102,0.531,0.638,0.362,0.005,0.002,0.017,0.027,0.051,0.949,0.0,0.0,0.009,0.167,0.176,0.8240000000000001,0.0,0.0,0.0,0.138,0.138,0.862,0.04942962962962963,0.6166666666666667,3.9092224069473023,0.007295719844357977,1.0285,0.9355,0.94,1.0105,1.0434999999999999,0.975,0.915,1.233,0.9815,1.0305,1.0345,0.9195,0.9924999999999999,1.022,1.021,0.836
110,Brooks Baldwin,681460,31394,CWS,MLB,24.7,0.26,0.06,0.066,0.053,0.26,0.291,0.267,0.064,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.096,0.56,0.661,0.33899999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.162,0.162,0.838,0.0,0.0,0.0,0.235,0.235,0.765,0.18412432432432432,0.7974576271186441,3.9092224069473023,0.005165289256198347,0.968,0.964,1.125,0.991,1.062,1.089,1.071,1.054,1.019,1.023,0.94,0.953,1.058,1.026,0.821,0.841
111,Miguel Vargas,678246,20178,CWS,MLB,25.5,0.22,0.111,0.055,0.056,0.204,0.371,0.276,0.038,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.01,0.097,0.53,0.637,0.363,0.005,0.002,0.03,0.024,0.061,0.9390000000000001,0.0,0.0,0.018,0.119,0.137,0.863,0.0,0.0,0.0,0.152,0.152,0.848,0.1033820895522388,0.7294117647058824,3.9092224069473023,0.014619883040935672,1.0495,0.9005,0.9665,0.9565,0.9475,1.1564999999999999,0.9309999999999999,1.1665,1.0225,0.9555,1.0165,0.962,0.983,1.0375,1.1284999999999998,0.6635
112,Jacob Amaya,676070,23296,CWS,MLB,26.7,0.309,0.142,0.07,0.05,0.253,0.257,0.343,0.028,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.165,0.165,0.835,0.0,0.0,0.0,0.147,0.147,0.853,0.09784878048780488,0.831578947368421,3.9092224069473023,0.005975013579576317,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
113,Matt Thaiss,642136,19318,CWS,MLB,30.0,0.275,0.136,0.083,0.066,0.221,0.257,0.312,0.06,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.09,0.584,0.679,0.32099999999999995,0.005,0.002,0.024,0.019,0.05,0.95,0.0,0.0,0.015,0.155,0.17,0.83,0.0,0.0,0.014,0.088,0.102,0.898,0.061179310344827584,0.8428571428571429,3.9092224069473023,0.013595166163141994,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
114,Bobby Dalbec,666915,19966,CWS,MLB,29.9,0.466,0.093,0.143,0.056,0.218,0.276,0.268,0.038,0.402,0.025,0.205,0.041,0.673,0.32699999999999996,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.09,0.543,0.638,0.362,0.009,0.015,0.02,0.032,0.076,0.924,0.0,0.0,0.005,0.142,0.147,0.853,0.0,0.0,0.0,0.142,0.142,0.858,0.13078265895953756,0.8402439024390244,3.9092224069473023,0.013367609254498715,1.0,0.995,0.912,1.0515,0.9215,1.1989999999999998,0.9744999999999999,1.089,0.9949999999999999,1.004,1.032,0.9355,1.0350000000000001,0.9475,0.94,0.992
115,Gage Workman,669398,27573,CWS,MLB,25.5,0.326,0.077,0.107,0.061,0.298,0.186,0.288,0.06,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.151,0.151,0.849,0.0,0.0,0.0,0.213,0.213,0.787,0.25364615384615385,0.7472972972972973,3.9092224069473023,0.006389776357827476,0.968,0.964,1.125,0.991,1.062,1.089,1.071,1.054,1.019,1.023,0.94,0.953,1.058,1.026,0.821,0.841
116,Michael A. Taylor,572191,11489,CWS,MLB,34.1,0.351,0.068,0.118,0.056,0.22,0.25,0.275,0.081,0.437,0.017,0.191,0.0,0.644,0.356,0.093,0.027,0.202,0.105,0.427,0.573,0.0,0.009,0.086,0.568,0.663,0.33699999999999997,0.006,0.002,0.023,0.034,0.065,0.935,0.0,0.0,0.014,0.178,0.192,0.808,0.0,0.0,0.01,0.251,0.261,0.739,0.2038,0.8818181818181818,3.9092224069473023,0.00641025641025641,1.001,0.9974999999999999,0.9255,1.0425,0.979,1.12,1.0219999999999998,1.001,0.9764999999999999,1.0445,1.0185,0.952,1.0005,1.0055,1.0070000000000001,0.863
117,Korey Lee,686676,25543,CWS,MLB,26.8,0.302,0.048,0.067,0.048,0.206,0.261,0.367,0.052,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.016,0.091,0.548,0.655,0.345,0.005,0.002,0.021,0.023,0.051,0.949,0.0,0.0,0.015,0.152,0.167,0.833,0.0,0.0,0.0,0.148,0.148,0.852,0.11884761904761905,0.715625,3.9092224069473023,0.0072507552870090634,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
118,Chase Meidroth,805367,31580,CWS,MLB,23.8,0.192,0.134,0.05,0.059,0.247,0.244,0.364,0.036,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.161,0.161,0.839,0.0,0.0,0.0,0.137,0.137,0.863,0.09713333333333334,0.7921052631578948,3.9092224069473023,0.0283203125,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
119,Josh Rojas,668942,19734,CWS,MLB,30.8,0.229,0.088,0.052,0.071,0.265,0.291,0.275,0.046,0.448,0.0,0.242,0.0,0.69,0.31000000000000005,0.071,0.017,0.224,0.103,0.415,0.585,0.0,0.006,0.093,0.567,0.666,0.33399999999999996,0.007,0.007,0.034,0.027,0.075,0.925,0.0,0.0,0.024,0.17,0.194,0.806,0.0,0.0,0.007,0.174,0.181,0.819,0.1372825174825175,0.8428571428571429,4.056795131845842,0.0036726128016789086,0.9445,1.1715,1.056,1.0205,1.0545,0.8115,1.0575,0.8325,1.0259999999999998,0.917,0.9535,1.1164999999999998,1.0415,0.906,0.7929999999999999,1.694
120,Austin Slater,596103,16153,CWS,MLB,32.4,0.286,0.105,0.073,0.064,0.293,0.188,0.324,0.058,0.443,0.029,0.21,0.015,0.697,0.30300000000000005,0.068,0.016,0.211,0.118,0.413,0.587,0.0,0.005,0.089,0.552,0.646,0.354,0.005,0.002,0.039,0.041,0.087,0.913,0.0,0.0,0.005,0.137,0.142,0.858,0.0,0.0,0.002,0.292,0.294,0.706,0.1144236559139785,0.715625,3.9092224069473023,0.01811248808388942,1.1185,0.917,0.94,0.9989999999999999,0.954,1.0739999999999998,1.1219999999999999,0.97,1.0195,0.9964999999999999,0.9835,0.9889999999999999,0.931,1.0470000000000002,1.125,0.847
121,Mike Tauchman,643565,15274,CWS,MLB,34.4,0.215,0.136,0.066,0.053,0.272,0.263,0.313,0.033,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.064,0.016,0.202,0.101,0.383,0.617,0.0,0.005,0.091,0.564,0.66,0.33999999999999997,0.005,0.003,0.028,0.027,0.063,0.937,0.0,0.0,0.028,0.161,0.189,0.8109999999999999,0.0,0.0,0.066,0.213,0.279,0.721,0.0745945205479452,0.83,3.9092224069473023,0.012853470437017995,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
122,Bryan Ramos,682868,25621,CWS,MLB,23.1,0.219,0.117,0.076,0.074,0.25,0.238,0.315,0.047,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.177,0.177,0.823,0.0,0.0,0.0,0.187,0.187,0.813,0.1019917808219178,0.6642857142857144,3.8703703703703702,0.02605674580196873,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
123,Colson Montgomery,695657,sa3017170,CWS,MLB,23.2,0.342,0.062,0.078,0.058,0.24,0.272,0.286,0.066,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.08646666666666666,0.6852941176470588,3.9092224069473023,0.035652173913043476,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
124,Greg Jones,675659,25448,CWS,MLB,27.2,0.346,0.067,0.085,0.059,0.26,0.22,0.335,0.041,0.55,0.0,0.2,0.0,0.715,0.28500000000000003,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.44396107382550337,0.8542553191489362,3.9092224069473023,0.02623688155922039,0.968,0.964,1.125,0.991,1.062,1.089,1.071,1.054,1.019,1.023,0.94,0.953,1.058,1.026,0.821,0.841
125,Kyle Teel,691019,sa3022886,CWS,MLB,23.2,0.28,0.11,0.081,0.055,0.296,0.182,0.323,0.064,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.09945367965367966,0.7543478260869565,3.9092224069473023,0.008051529790660225,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
126,Omar Narvaez,553882,13338,CWS,MLB,33.2,0.178,0.085,0.048,0.056,0.245,0.333,0.263,0.054,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.016,0.213,0.106,0.412,0.5880000000000001,0.0,0.005,0.098,0.571,0.674,0.32599999999999996,0.005,0.003,0.028,0.04,0.076,0.924,0.0,0.0,0.014,0.13,0.144,0.856,0.0,0.0,0.002,0.13,0.132,0.868,0.0198,0.8,3.9092224069473023,0.014604810996563574,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
127,Juan J. Gonzalez,694943,sa3017166,CWS,MLB,24.2,0.292,0.089,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.10281886792452831,0.7625,3.9092224069473023,0.011652787704513848,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
128,Tim Elko,671284,sa3020188,CWS,MLB,26.4,0.29,0.078,0.095,0.058,0.279,0.192,0.338,0.038,0.57,0.0,0.2,0.0,0.72,0.28,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.033835087719298246,0.65,3.9092224069473023,0.010526315789473684,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
129,Andre Lipcius,686531,25822,CWS,MLB,27.0,0.221,0.093,0.069,0.067,0.255,0.29,0.279,0.039,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.07613802816901409,0.715625,3.9092224069473023,0.006018054162487462,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
130,Brandon Drury,592273,11615,CWS,MLB,32.7,0.244,0.064,0.068,0.066,0.219,0.221,0.385,0.041,0.503,0.033,0.192,0.047,0.775,0.22499999999999998,0.089,0.021,0.233,0.106,0.449,0.5509999999999999,0.0,0.01,0.1,0.54,0.65,0.35,0.005,0.002,0.022,0.029,0.058,0.942,0.0,0.0,0.013,0.152,0.165,0.835,0.0,0.0,0.049,0.239,0.288,0.712,0.0361265306122449,0.45,3.816793893129771,0.013970983342289092,0.99,1.0325,0.9855,0.8855,0.977,1.1425,0.9524999999999999,1.1920000000000002,0.974,1.0585,1.024,0.931,1.014,0.9655,1.0145,0.8285
131,Tristan Gray,656484,19877,CWS,MLB,29.1,0.307,0.062,0.09,0.068,0.236,0.287,0.275,0.042,0.55,0.0,0.2,0.0,0.715,0.28500000000000003,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.024994805194805195,0.45,3.9092224069473023,0.0125,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
132,Joe Perez,669309,22254,CWS,MLB,25.7,0.291,0.069,0.065,0.05,0.3,0.19,0.318,0.078,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.05951631205673759,0.6772727272727272,3.9092224069473023,0.005498281786941581,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
133,Nick Maton,665155,21635,CWS,MLB,28.2,0.261,0.126,0.075,0.049,0.221,0.352,0.253,0.051,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.09,0.576,0.674,0.32599999999999996,0.007,0.002,0.026,0.039,0.074,0.926,0.0,0.003,0.024,0.086,0.113,0.887,0.0,0.0,0.0,0.197,0.197,0.8029999999999999,0.04044516129032258,0.5409090909090909,3.9092224069473023,0.015915119363395226,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
134,Dominic Fletcher,666150,26149,CWS,MLB,27.7,0.235,0.047,0.034,0.05,0.268,0.256,0.324,0.067,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.105,0.558,0.668,0.33199999999999996,0.005,0.002,0.031,0.03,0.068,0.9319999999999999,0.0,0.0,0.022,0.176,0.198,0.802,0.0,0.0,0.0,0.198,0.198,0.802,0.07574405594405595,0.6,3.7536656891495603,0.015748031496062992,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
