,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,Unnamed: 0,System,ADP,xMLBAMID,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,FIP,MLBID,$,Deep $
190,Dane Dunning,TEX,19409,641540.0,321.0,72.6,4.0,70.88,38.8,1.0,1.5,0.0,36.0,11.0,1.4,0.212,8.4,68.0,28.0,3.5,0.086,5.0,44.160000000000004,14.72,1.0,4.46,1.36,0.481,0.239,0.225,54.5625,102.4875,53.887499999999996,,,,,,,,,,,,,,,,,1.0,2.98
191,Johan Oviedo,PIT,22487,670912.0,325.0,72.5,10.0,67.96000000000001,37.83,3.0,4.0,0.0,35.0,9.0,1.1,0.201,8.1,65.0,34.0,4.2,0.106,5.0,44.160000000000004,13.8,1.0,4.34,1.41,0.445,0.241,0.251,57.743,98.875,54.353,,,,,,,,,,,,,,,,,1.0,3.04
192,Kenta Maeda,DET,18498,628317.0,306.0,72.0,5.0,64.36000000000001,33.949999999999996,1.0,1.6,0.0,31.0,10.0,1.2,0.224,8.6,69.0,20.0,2.5,0.066,3.0,40.480000000000004,12.88,1.0,3.88,1.17,0.369,0.239,0.301,60.8685,86.69149999999999,51.9715,,,,,,,,,,,,,,,,,1.0,4.58
193,Nick Nastrini,CWS,29833,680897.0,319.0,71.2,12.0,62.6,38.8,3.0,3.8,0.0,36.0,11.0,1.4,0.205,8.2,65.0,39.0,4.9,0.123,2.0,38.64,11.96,1.0,4.55,1.43,0.296,0.216,0.357,66.3275,78.045,49.019999999999996,,,,,,,,,,,,,,,,,1.0,2.75
194,AJ Smith-Shawver,ATL,29960,700363.0,312.0,71.0,9.0,66.2,35.89,3.0,2.7,0.0,33.0,10.0,1.3,0.224,8.9,70.0,28.0,3.5,0.089,3.0,42.32,12.88,1.0,4.18,1.33,0.452,0.239,0.247,54.249,94.374,51.253,,,,,,,,,,,,,,,,,1.0,3.76
195,Bryan Abreu,HOU,16609,650556.0,297.0,70.9,0.0,52.16,30.07,0.0,0.0,4.0,28.0,7.0,0.9,0.313,11.8,93.0,29.0,3.7,0.098,4.0,34.04,10.120000000000001,1.0,3.55,1.14,0.407,0.244,0.274,46.725,73.2375,42.35,,,,,,,,,,,,,,,,,1.0,3.83
196,Jakob Junis,CLE,13619,596001.0,296.0,70.3,5.0,67.12,32.98,1.0,1.3,0.0,30.0,10.0,1.3,0.201,7.6,59.0,13.0,1.7,0.045,3.0,42.32,13.8,1.0,3.84,1.14,0.423,0.244,0.264,58.688,95.536,54.208,,,,,,,,,,,,,,,,,1.0,4.6
197,Dustin May,LAD,19716,669160.0,302.0,70.1,6.0,61.52,34.92,2.0,2.3,0.0,32.0,9.0,1.2,0.241,9.4,73.0,26.0,3.3,0.086,7.0,39.56,11.96,1.0,4.11,1.25,0.489,0.238,0.218,48.516999999999996,93.27850000000001,48.516999999999996,,,,,,,,,,,,,,,,,1.0,4.09
198,Derek Law,WSH,13133,571882.0,298.0,68.4,0.0,64.28,33.949999999999996,0.0,0.0,6.0,31.0,9.0,1.2,0.205,8.0,61.0,24.0,3.2,0.08,3.0,42.32,11.96,1.0,4.08,1.29,0.47,0.239,0.233,52.5045,95.85,51.0135,,,,,,,,,,,,,,,,,1.0,2.27
199,Tyler Holton,DET,26231,663947.0,284.0,68.3,1.0,59.6,29.099999999999998,0.0,0.1,5.0,27.0,8.0,1.1,0.223,8.3,63.0,15.0,2.0,0.053,2.0,39.56,11.040000000000001,1.0,3.56,1.09,0.439,0.241,0.255,53.045,89.507,49.543,,,,,,,,,,,,,,,,,1.0,3.72
200,Cade Smith,CLE,27867,671922.0,275.0,68.2,0.0,50.32000000000001,26.189999999999998,0.0,0.0,2.0,24.0,7.0,0.9,0.33,12.0,91.0,17.0,2.2,0.063,3.0,32.2,10.120000000000001,1.0,3.17,0.99,0.448,0.239,0.251,42.6685,73.313,39.9965,,,,,,,,,,,,,,,,,1.0,4.71
201,Tyler Rogers,SF,15541,643511.0,289.0,68.1,0.0,68.8,31.04,0.0,0.0,2.0,29.0,7.0,0.9,0.189,7.3,55.0,10.0,1.3,0.036,5.0,46.0,13.8,2.0,3.83,1.16,0.528,0.231,0.199,51.408,107.29599999999999,52.751999999999995,,,,,,,,,,,,,,,,,1.0,2.78
202,Ryan Walker,SF,20423,676254.0,281.0,67.9,0.0,54.0,29.099999999999998,0.0,0.0,27.0,27.0,7.0,0.9,0.302,11.3,85.0,19.0,2.5,0.069,5.0,34.96,11.040000000000001,1.0,3.58,1.08,0.469,0.239,0.234,43.719,79.5615,42.3915,,,,,,,,,,,,,,,,,7.09,6.0
203,Keegan Akin,BAL,19362,669211.0,278.0,67.6,0.0,55.0,27.16,0.0,0.0,0.0,25.0,8.0,1.1,0.285,10.5,79.0,16.0,2.1,0.059,1.0,35.88,10.120000000000001,1.0,3.33,1.05,0.434,0.242,0.257,47.3055,79.056,44.103,,,,,,,,,,,,,,,,,1.0,4.01
204,Luke Weaver,NYY,16918,596133.0,285.0,67.5,0.0,57.0,32.01,0.0,0.0,5.0,30.0,10.0,1.3,0.266,10.1,76.0,22.0,2.9,0.077,3.0,34.96,11.040000000000001,1.0,4.0,1.17,0.401,0.244,0.278,50.303000000000004,77.6985,45.254,,,,,,,,,,,,,,,,,3.39,3.08
205,Landen Roupp,SF,30076,694738.0,301.0,67.0,6.0,60.52,33.949999999999996,1.0,1.2,0.0,31.0,8.0,1.1,0.219,8.9,66.0,34.0,4.6,0.112,1.0,39.56,11.96,1.0,4.16,1.41,0.466,0.24,0.235,49.7475,90.048,48.239999999999995,,,,,,,,,,,,,,,,,1.0,3.17
206,Griffin Jax,MIN,20253,643377.0,272.0,66.4,0.0,53.08,27.16,0.0,0.0,8.0,25.0,7.0,0.9,0.301,11.1,82.0,16.0,2.2,0.06,3.0,34.96,10.120000000000001,1.0,3.39,1.04,0.502,0.231,0.214,41.238,81.08399999999999,40.977,,,,,,,,,,,,,,,,,5.58,4.57
207,Raisel Iglesias,ATL,17130,628452.0,273.0,66.3,0.0,55.92,27.16,0.0,0.0,32.0,25.0,8.0,1.1,0.269,9.9,73.0,14.0,1.9,0.05,2.0,36.800000000000004,10.120000000000001,1.0,3.39,1.05,0.412,0.243,0.272,49.476,78.306,44.919,,,,,,,,,,,,,,,,,7.65,6.55
208,Justin Martinez,ARI,24453,679885.0,284.0,66.1,0.0,52.08,29.099999999999998,0.0,0.0,19.0,27.0,6.0,0.8,0.28,10.9,80.0,30.0,4.1,0.106,3.0,34.96,10.120000000000001,1.0,3.68,1.24,0.596,0.206,0.169,37.32300000000001,89.262,38.80199999999999,,,,,,,,,,,,,,,,,4.82,4.38
209,Caden Dana,LAA,31508,702674.0,283.0,65.7,12.0,56.84,31.04,4.0,6.1,0.0,29.0,8.0,1.1,0.249,9.6,70.0,25.0,3.4,0.089,3.0,37.72,10.120000000000001,1.0,3.97,1.25,0.516,0.229,0.208,43.992,88.92399999999999,44.086,,,,,,,,,,,,,,,,,1.0,4.58
210,Declan Cronin,MIA,25645,686539.0,284.0,65.4,0.0,59.52,32.01,0.0,0.0,0.0,30.0,7.0,1.0,0.224,8.8,64.0,24.0,3.3,0.084,6.0,39.56,11.96,1.0,4.13,1.28,0.584,0.216,0.169,42.042,99.372,44.687999999999995,,,,,,,,,,,,,,,,,1.0,1.78
211,Lucas Erceg,KC,19360,668674.0,276.0,65.4,0.0,53.08,30.07,0.0,0.0,11.0,28.0,7.0,1.0,0.274,10.5,76.0,23.0,3.2,0.084,7.0,34.96,10.120000000000001,1.0,3.85,1.16,0.51,0.228,0.211,41.683499999999995,83.19,41.418,,,,,,,,,,,,,,,,,4.07,3.68
212,Jason Adam,SD,11861,592094.0,271.0,65.2,0.0,51.32000000000001,29.099999999999998,0.0,0.0,5.0,27.0,8.0,1.1,0.288,10.8,78.0,21.0,2.9,0.077,8.0,33.120000000000005,9.200000000000001,1.0,3.73,1.11,0.41,0.244,0.273,45.838,72.24,41.623999999999995,,,,,,,,,,,,,,,,,1.0,3.57
213,Matt Strahm,PHI,13799,621381.0,262.0,65.2,0.0,49.480000000000004,27.16,0.0,0.0,4.0,25.0,8.0,1.1,0.31,11.2,81.0,14.0,1.9,0.053,5.0,30.360000000000003,10.120000000000001,1.0,3.45,0.97,0.339,0.236,0.322,48.59700000000001,64.2115,39.745999999999995,,,,,,,,,,,,,,,,,1.0,4.4
214,Justin Slaten,BOS,25648,686580.0,272.0,65.1,0.0,59.6,29.099999999999998,0.0,0.0,3.0,27.0,8.0,1.1,0.253,9.5,69.0,13.0,1.8,0.048,2.0,37.72,12.88,1.0,3.73,1.12,0.487,0.239,0.219,45.504999999999995,87.11500000000001,45.504999999999995,,,,,,,,,,,,,,,,,1.0,3.28
215,Tanner Scott,LAD,17586,656945.0,275.0,65.0,0.0,51.24000000000001,29.099999999999998,0.0,0.0,24.0,27.0,7.0,1.0,0.296,11.2,81.0,26.0,3.6,0.095,3.0,33.120000000000005,10.120000000000001,1.0,3.74,1.19,0.493,0.236,0.216,39.983999999999995,77.53200000000001,39.983999999999995,,,,,,,,,,,,,,,,,5.59,4.98
216,Tanner Banks,PHI,16990,621383.0,276.0,65.0,0.0,57.84,31.04,0.0,0.0,0.0,29.0,9.0,1.2,0.234,9.0,65.0,19.0,2.6,0.069,3.0,36.800000000000004,11.040000000000001,1.0,4.02,1.18,0.429,0.242,0.261,50.016000000000005,82.464,46.272,,,,,,,,,,,,,,,,,1.0,2.38
217,Will Vest,DET,19769,676684.0,270.0,64.8,0.0,55.84,27.16,0.0,0.0,2.0,25.0,7.0,1.0,0.233,8.8,63.0,16.0,2.2,0.06,2.0,37.72,10.120000000000001,1.0,3.47,1.11,0.505,0.228,0.214,45.266999999999996,89.2925,44.693999999999996,,,,,,,,,,,,,,,,,1.0,3.51
218,Trent Thornton,SEA,17948,663423.0,270.0,64.7,0.0,56.0,29.099999999999998,0.0,0.0,0.0,27.0,9.0,1.3,0.246,9.2,66.0,16.0,2.2,0.061,3.0,34.96,11.040000000000001,1.0,3.76,1.11,0.374,0.241,0.298,52.452000000000005,75.57600000000001,45.214,,,,,,,,,,,,,,,,,1.0,3.02
219,Emmanuel Clase,CLE,21032,661403.0,267.0,64.7,0.0,56.68000000000001,25.22,0.0,0.0,36.0,23.0,6.0,0.8,0.233,8.6,62.0,12.0,1.7,0.044,1.0,39.56,10.120000000000001,1.0,3.2,1.06,0.585,0.215,0.171,41.5915,97.94749999999999,43.9075,,,,,,,,,,,,,,,,,8.18,7.05
220,Sean Hjelle,SF,21481,663546.0,273.0,64.5,0.0,60.440000000000005,29.099999999999998,0.0,0.0,0.0,27.0,7.0,1.0,0.225,8.5,61.0,15.0,2.1,0.054,5.0,40.480000000000004,11.96,1.0,3.77,1.17,0.578,0.219,0.171,42.453500000000005,99.288,45.211499999999994,,,,,,,,,,,,,,,,,1.0,2.61
221,Mason Miller,OAK,31757,695243.0,264.0,64.5,0.0,44.800000000000004,26.189999999999998,0.0,0.0,30.0,24.0,7.0,1.0,0.341,12.6,90.0,23.0,3.2,0.087,3.0,27.6,9.200000000000001,1.0,3.35,1.05,0.329,0.238,0.328,44.394000000000005,57.3045,36.089,,,,,,,,,,,,,,,,,7.83,6.55
222,Jose Leclerc,OAK,14524,600917.0,274.0,64.4,0.0,48.480000000000004,29.099999999999998,0.0,0.0,3.0,27.0,7.0,1.0,0.292,11.2,80.0,29.0,4.1,0.106,3.0,30.360000000000003,10.120000000000001,1.0,3.77,1.2,0.309,0.234,0.342,49.665000000000006,60.9675,39.105,,,,,,,,,,,,,,,,,1.0,2.94
223,Edwin Uceta,TB,20539,670955.0,270.0,64.3,0.0,51.400000000000006,29.099999999999998,0.0,0.0,11.0,27.0,9.0,1.3,0.281,10.6,76.0,22.0,3.1,0.081,3.0,31.28,10.120000000000001,1.0,3.78,1.14,0.359,0.238,0.308,48.848000000000006,67.854,41.108,,,,,,,,,,,,,,,,,4.35,3.86
224,Edwin Diaz,NYM,14710,621242.0,262.0,64.1,0.0,45.72,26.189999999999998,0.0,0.0,34.0,24.0,7.0,1.0,0.348,12.8,91.0,21.0,2.9,0.082,3.0,29.44,8.280000000000001,1.0,3.37,1.04,0.439,0.241,0.255,38.625,65.175,36.074999999999996,,,,,,,,,,,,,,,,,8.35,6.98
225,Dennis Santana,PIT,17878,642701.0,278.0,63.9,0.0,56.76,31.04,0.0,0.0,4.0,29.0,7.0,1.0,0.218,8.6,61.0,26.0,3.7,0.095,4.0,37.72,11.040000000000001,1.0,4.08,1.3,0.433,0.243,0.258,49.469,82.4165,46.1265,,,,,,,,,,,,,,,,,1.0,2.17
226,Carlos Estevez,KC,14542,608032.0,264.0,63.7,0.0,53.160000000000004,27.16,0.0,0.0,23.0,25.0,7.0,1.0,0.25,9.3,66.0,16.0,2.3,0.06,3.0,33.120000000000005,11.040000000000001,2.0,3.53,1.09,0.345,0.236,0.319,52.68899999999999,70.52499999999999,43.315999999999995,,,,,,,,,,,,,,,,,6.22,5.42
227,Josh Hader,HOU,14212,623352.0,262.0,63.7,0.0,42.96,26.189999999999998,0.0,0.0,33.0,24.0,7.0,1.0,0.355,13.1,93.0,25.0,3.5,0.096,3.0,26.68,8.280000000000001,1.0,3.39,1.07,0.34,0.236,0.322,41.904,55.44,34.272,,,,,,,,,,,,,,,,,8.17,6.83
228,Ryan Helsley,STL,18138,664854.0,263.0,63.6,0.0,47.56,26.189999999999998,0.0,0.0,34.0,24.0,7.0,1.0,0.301,11.2,79.0,22.0,3.1,0.084,0.0,30.360000000000003,9.200000000000001,1.0,3.4,1.09,0.345,0.236,0.319,46.898999999999994,62.77499999999999,38.556,,,,,,,,,,,,,,,,,7.8,6.68
229,Jeff Hoffman,TOR,17432,656546.0,258.0,63.5,0.0,46.64,25.22,0.0,0.0,26.0,23.0,7.0,1.0,0.321,11.8,83.0,18.0,2.6,0.069,3.0,29.44,9.200000000000001,1.0,3.26,1.02,0.365,0.237,0.304,44.274,62.40749999999999,37.4445,,,,,,,,,,,,,,,,,7.84,6.48
230,Justin Lawrence,PIT,17639,664875.0,285.0,63.5,0.0,59.52,32.98,0.0,0.0,0.0,30.0,7.0,1.0,0.195,7.9,56.0,30.0,4.3,0.106,5.0,40.480000000000004,11.040000000000001,1.0,4.25,1.41,0.521,0.227,0.206,46.367,94.62450000000001,46.466499999999996,,,,,,,,,,,,,,,,,1.0,1.18
231,Alexis Diaz,CIN,21132,664747.0,278.0,63.4,0.0,51.32000000000001,32.98,0.0,0.0,24.0,30.0,8.0,1.1,0.249,9.8,69.0,33.0,4.7,0.119,7.0,32.2,10.120000000000001,1.0,4.26,1.33,0.337,0.236,0.322,51.21600000000001,67.496,41.888,,,,,,,,,,,,,,,,,3.41,3.61
232,DL Hall,MIL,22207,669084.0,274.0,63.2,8.0,55.08,31.04,2.0,2.96,0.0,29.0,9.0,1.3,0.246,9.5,67.0,25.0,3.6,0.091,3.0,34.96,10.120000000000001,1.0,4.13,1.27,0.443,0.241,0.252,46.592,79.443,43.771,,,,,,,,,,,,,,,,,1.0,3.94
233,Beau Brieske,DET,26079,689225.0,276.0,63.2,1.0,55.92,31.04,0.0,0.4,10.0,29.0,8.0,1.1,0.212,8.4,59.0,26.0,3.7,0.093,1.0,35.88,11.040000000000001,1.0,4.13,1.3,0.397,0.241,0.282,51.761,78.9785,45.9355,,,,,,,,,,,,,,,,,1.0,2.58
234,Victor Vodnik,COL,24614,680767.0,283.0,63.2,0.0,58.68,32.01,0.0,0.0,4.0,30.0,8.0,1.1,0.215,8.7,61.0,29.0,4.1,0.102,1.0,38.64,11.040000000000001,1.0,4.27,1.39,0.552,0.222,0.189,43.3285,94.763,44.583,,,,,,,,,,,,,,,,,1.0,1.55
235,Tyler Ferguson,OAK,19481,621053.0,270.0,63.2,0.0,48.480000000000004,29.099999999999998,0.0,0.0,0.0,27.0,7.0,1.0,0.287,11.0,77.0,28.0,4.0,0.102,3.0,30.360000000000003,10.120000000000001,1.0,3.84,1.21,0.375,0.241,0.297,45.95249999999999,66.4125,39.6825,,,,,,,,,,,,,,,,,1.0,2.56
236,Jesus Tinoco,MIA,16300,622786.0,273.0,63.1,0.0,56.84,31.04,0.0,0.0,7.0,29.0,8.0,1.1,0.234,9.1,64.0,23.0,3.3,0.085,4.0,35.88,11.96,1.0,4.14,1.27,0.418,0.243,0.268,49.104,78.864,44.919,,,,,,,,,,,,,,,,,1.0,2.5
237,Brock Burke,LAA,17968,656271.0,267.0,63.0,0.0,54.08,29.099999999999998,0.0,0.0,0.0,27.0,8.0,1.1,0.251,9.6,67.0,20.0,2.9,0.075,2.0,34.96,10.120000000000001,1.0,3.86,1.18,0.415,0.244,0.269,47.61,76.05,43.56,,,,,,,,,,,,,,,,,1.0,2.6
238,Jhoan Duran,MIN,21029,661395.0,259.0,62.9,0.0,50.24,26.189999999999998,0.0,0.0,22.0,24.0,6.0,0.9,0.296,11.0,77.0,17.0,2.4,0.066,5.0,34.04,9.200000000000001,1.0,3.43,1.07,0.637,0.205,0.141,33.0825,88.02749999999999,36.7125,,,,,,,,,,,,,,,,,6.58,5.59
239,A.J. Puk,ARI,19343,640462.0,261.0,62.9,0.0,49.400000000000006,27.16,0.0,0.0,16.0,25.0,7.0,1.0,0.297,11.2,78.0,20.0,2.9,0.076,5.0,31.28,10.120000000000001,1.0,3.58,1.1,0.421,0.244,0.266,42.869,69.3565,39.446,,,,,,,,,,,,,,,,,5.55,4.76
240,Fraser Ellard,CWS,29530,686642.0,270.0,62.7,0.0,54.92,29.099999999999998,0.0,0.0,4.0,27.0,7.0,1.0,0.238,9.2,64.0,23.0,3.3,0.085,3.0,36.800000000000004,10.120000000000001,1.0,3.88,1.24,0.516,0.229,0.208,42.821999999999996,86.559,42.9135,,,,,,,,,,,,,,,,,1.0,2.69
241,Robert Garcia,TEX,23363,676395.0,262.0,62.7,0.0,52.24000000000001,27.16,0.0,0.0,9.0,25.0,8.0,1.1,0.276,10.3,72.0,18.0,2.6,0.07,1.0,33.120000000000005,10.120000000000001,1.0,3.59,1.12,0.44,0.242,0.254,44.204,74.82,41.452,,,,,,,,,,,,,,,,,1.0,4.03
242,Jose Suarez,LAA,19911,660761.0,279.0,62.7,3.0,57.0,33.949999999999996,1.0,1.1,0.0,31.0,10.0,1.4,0.219,8.8,61.0,30.0,4.3,0.108,3.0,35.88,10.120000000000001,1.0,4.45,1.39,0.403,0.243,0.277,50.478,78.30199999999999,45.402,,,,,,,,,,,,,,,,,1.0,2.98
243,Hunter Gaddis,CLE,25636,683769.0,263.0,62.7,1.0,55.0,28.13,0.0,0.4,0.0,26.0,8.0,1.1,0.214,8.0,56.0,15.0,2.2,0.058,4.0,34.04,11.96,1.0,3.73,1.12,0.323,0.237,0.331,56.736,72.288,45.792,,,,,,,,,,,,,,,,,1.0,2.91
244,Lance McCullers Jr.,HOU,14120,621121.0,272.0,62.5,9.0,51.24000000000001,29.099999999999998,4.0,4.7,0.0,27.0,7.0,1.0,0.267,10.5,73.0,30.0,4.3,0.111,0.0,33.120000000000005,10.120000000000001,1.0,3.89,1.3,0.493,0.236,0.216,40.222,77.9935,40.222,,,,,,,,,,,,,,,,,1.0,4.39
245,Ryan Fernandez,STL,24862,681676.0,270.0,62.4,0.0,53.08,29.099999999999998,0.0,0.0,0.0,27.0,7.0,1.0,0.249,9.7,67.0,25.0,3.6,0.091,2.0,34.96,10.120000000000001,1.0,3.89,1.25,0.48,0.239,0.226,43.254,80.99,42.631,,,,,,,,,,,,,,,,,1.0,2.2
246,Seth Halvorsen,COL,33294,678020.0,271.0,62.2,0.0,53.08,30.07,0.0,0.0,10.0,28.0,7.0,1.0,0.261,10.3,71.0,27.0,3.9,0.101,3.0,34.96,10.120000000000001,1.0,4.05,1.29,0.517,0.228,0.209,40.5685,81.91550000000001,40.482,,,,,,,,,,,,,,,,,1.0,2.84
247,Reed Garrett,NYM,16866,657585.0,270.0,62.0,0.0,52.24000000000001,31.04,0.0,0.0,0.0,29.0,8.0,1.2,0.266,10.5,72.0,29.0,4.2,0.107,3.0,33.120000000000005,10.120000000000001,1.0,4.21,1.31,0.439,0.241,0.255,43.5175,73.4305,40.6445,,,,,,,,,,,,,,,,,1.0,1.72
248,Camilo Doval,SF,21992,666808.0,269.0,62.0,0.0,50.160000000000004,28.13,0.0,0.0,9.0,26.0,5.0,0.7,0.289,11.3,78.0,29.0,4.2,0.109,4.0,33.120000000000005,11.040000000000001,1.0,3.77,1.28,0.578,0.219,0.171,34.911,81.648,37.178999999999995,,,,,,,,,,,,,,,,,1.0,3.22
249,Porter Hodge,CHC,26413,687863.0,266.0,61.8,0.0,52.24000000000001,29.099999999999998,0.0,0.0,10.0,27.0,8.0,1.2,0.265,10.2,70.0,25.0,3.6,0.093,2.0,33.120000000000005,10.120000000000001,1.0,3.93,1.25,0.417,0.243,0.269,45.2295,72.4185,41.2965,,,,,,,,,,,,,,,,,3.27,3.17
250,Fernando Cruz,NYY,7048,518585.0,257.0,61.6,1.0,42.040000000000006,26.189999999999998,0.0,0.4,0.0,24.0,7.0,1.0,0.351,13.1,90.0,27.0,3.9,0.106,2.0,25.76,8.280000000000001,1.0,3.51,1.12,0.4,0.243,0.279,37.730000000000004,58.10000000000001,33.81,,,,,,,,,,,,,,,,,1.0,3.51
251,Cole Sands,MIN,21461,663485.0,263.0,61.5,0.0,54.08,30.07,0.0,0.0,2.0,28.0,8.0,1.2,0.24,9.2,63.0,20.0,2.9,0.075,5.0,34.04,11.040000000000001,1.0,4.1,1.2,0.387,0.241,0.288,49.32000000000001,73.53,43.29,,,,,,,,,,,,,,,,,1.0,2.42
252,Aaron Bummer,ATL,16258,607481.0,261.0,61.4,0.0,50.24,27.16,0.0,0.0,0.0,25.0,6.0,0.9,0.28,10.7,73.0,22.0,3.2,0.085,4.0,34.04,9.200000000000001,1.0,3.66,1.18,0.606,0.219,0.152,34.196000000000005,85.988,38.096999999999994,,,,,,,,,,,,,,,,,1.0,2.82
253,Tayler Scott,HOU,13652,605463.0,270.0,61.3,0.0,53.16,31.04,0.0,0.0,0.0,29.0,8.0,1.2,0.231,9.1,62.0,28.0,4.1,0.102,4.0,34.04,10.120000000000001,1.0,4.26,1.32,0.419,0.243,0.267,47.43,76.41,43.47,,,,,,,,,,,,,,,,,1.0,1.47
254,Pierce Johnson,ATL,13435,572955.0,264.0,61.2,0.0,49.480000000000004,29.099999999999998,0.0,0.0,3.0,27.0,8.0,1.2,0.286,11.2,76.0,27.0,4.0,0.101,1.0,31.28,9.200000000000001,1.0,3.97,1.25,0.438,0.242,0.255,41.4575,69.874,38.801,,,,,,,,,,,,,,,,,1.0,2.51
255,Kyle Finnegan,WSH,15009,640448.0,263.0,61.1,0.0,56.0,29.099999999999998,0.0,0.0,20.0,27.0,9.0,1.3,0.224,8.7,59.0,20.0,2.9,0.077,0.0,35.88,10.120000000000001,1.0,3.98,1.24,0.481,0.238,0.225,44.62,83.812,43.976,,,,,,,,,,,,,,,,,3.9,3.87
256,Shawn Armstrong,TEX,12857,0.0,257.928,61.0,0.0,57.5962,29.3319,3.0,0.0,1.0,27.3314,8.0,1.206,0.231,8.78838,60.0,19.0,2.84667,0.075,2.7085,,,,4.03,1.26,0.390501,,,,,,309.0,Steamer,999.0,542888.0,2.9065,61.0,12.1667,,1.3779,3.08725,0.15613504499197,0.244129,0.293855,0.726674,4.0376,542888.0,1.0,2.51
257,Robert Suarez,SD,30115,663158.0,257.0,61.0,0.0,54.08,27.16,0.0,0.0,26.0,25.0,8.0,1.2,0.229,8.7,59.0,16.0,2.4,0.063,2.0,34.96,10.120000000000001,1.0,3.69,1.15,0.418,0.243,0.268,48.048,77.16799999999999,43.952999999999996,,,,,,,,,,,,,,,,,5.58,5.11
258,Kevin Ginkel,ARI,19876,656464.0,255.0,61.0,0.0,51.160000000000004,26.189999999999998,0.0,0.0,5.0,24.0,6.0,0.9,0.262,9.9,67.0,17.0,2.5,0.067,2.0,33.120000000000005,11.040000000000001,1.0,3.54,1.12,0.477,0.239,0.228,41.724,77.5485,40.954499999999996,,,,,,,,,,,,,,,,,1.0,3.62
259,Jared Koenig,MIL,27517,657649.0,266.0,60.9,1.0,57.84,32.01,0.0,0.5,2.0,30.0,9.0,1.3,0.203,8.0,54.0,21.0,3.1,0.078,5.0,36.800000000000004,11.040000000000001,1.0,4.43,1.29,0.454,0.239,0.245,48.2275,84.422,45.744499999999995,,,,,,,,,,,,,,,,,1.0,1.54
260,Emilio Pagan,CIN,14771,641941.0,256.0,60.9,0.0,52.32000000000001,28.13,0.0,0.0,3.0,26.0,9.0,1.3,0.26,9.9,67.0,18.0,2.7,0.072,1.0,32.2,10.120000000000001,1.0,3.84,1.15,0.366,0.239,0.303,48.1365,68.058,40.954499999999996,,,,,,,,,,,,,,,,,1.0,2.97
261,Joel Payamps,MIL,14332,606303.0,255.0,60.6,0.0,54.16,29.099999999999998,0.0,0.0,6.0,27.0,9.0,1.3,0.255,9.7,65.0,16.0,2.4,0.061,3.0,34.04,10.120000000000001,1.0,4.01,1.16,0.45,0.239,0.249,44.283,76.56,41.673,,,,,,,,,,,,,,,,,1.0,3.06
262,Jeremiah Estrada,SD,22210,669093.0,254.0,60.5,0.0,43.88,26.189999999999998,0.0,0.0,2.0,24.0,7.0,1.0,0.323,12.2,82.0,26.0,3.9,0.103,0.0,27.6,8.280000000000001,1.0,3.57,1.16,0.368,0.239,0.302,41.026,58.254000000000005,34.967,,,,,,,,,,,,,,,,,1.0,3.25
263,Dylan Lee,ATL,19996,669276.0,249.0,60.5,0.0,49.480000000000004,25.22,0.0,0.0,0.0,23.0,8.0,1.2,0.29,10.7,72.0,15.0,2.2,0.061,0.0,31.28,9.200000000000001,1.0,3.42,1.07,0.382,0.242,0.292,44.712,65.772,39.042,,,,,,,,,,,,,,,,,1.0,3.47
264,David Bednar,PIT,19569,670280.0,258.0,60.5,0.0,51.24000000000001,27.16,0.0,0.0,24.0,25.0,7.0,1.0,0.245,9.4,63.0,21.0,3.1,0.083,2.0,33.120000000000005,10.120000000000001,1.0,3.72,1.19,0.387,0.241,0.288,47.676,71.079,41.847,,,,,,,,,,,,,,,,,5.02,4.69
265,Orion Kerkering,PHI,31776,689147.0,253.0,60.5,0.0,49.400000000000006,27.16,0.0,0.0,6.0,25.0,7.0,1.0,0.282,10.6,71.0,18.0,2.7,0.072,7.0,32.2,9.200000000000001,1.0,3.72,1.11,0.552,0.223,0.189,36.818,80.524,37.965999999999994,,,,,,,,,,,,,,,,,3.91,3.47
266,Gus Varland,CWS,24737,681402.0,267.0,60.5,0.0,55.92,31.04,0.0,0.0,5.0,29.0,8.0,1.2,0.214,8.5,57.0,26.0,3.9,0.096,3.0,36.800000000000004,10.120000000000001,1.0,4.31,1.35,0.487,0.239,0.218,43.976,84.364,44.068,,,,,,,,,,,,,,,,,1.0,1.67
267,Brent Suter,CIN,13942,608718.0,260.0,60.4,0.0,59.68,31.04,0.0,0.0,0.0,29.0,9.0,1.3,0.192,7.5,50.0,16.0,2.4,0.061,3.0,37.72,11.96,1.0,4.32,1.25,0.435,0.242,0.256,50.052,83.905,46.754,,,,,,,,,,,,,,,,,1.0,1.54
268,Yennier Cano,BAL,25911,666974.0,256.0,60.4,0.0,51.160000000000004,26.189999999999998,0.0,0.0,3.0,24.0,6.0,0.9,0.249,9.5,64.0,19.0,2.8,0.076,2.0,34.96,9.200000000000001,1.0,3.58,1.16,0.613,0.21,0.15,35.465,90.2195,38.925,,,,,,,,,,,,,,,,,1.0,3.13
